player_name,nhl_player_id
aatu raty,8482691
adam erne,8477454
adam fantilli,8484166
adam fox,8479323
adam henrique,8474641
adam klapka,8483609
adin hill,8478499
adrian kempe,8477960
albert johansson,8481607
alex bump,8483731
alex debrincat,8479337
alex debrincat + jack hughes,8448071|8479337
alex killorn,8473986
alex laferriere,8482155
alex ovechkin,8471214
alex steeves,8482634
alex tuch,8477949
alex turcotte,8481532
alex vlasic,8481568
alexey toropchenko,8480281
alexis lafreniere,8482109
aliaksei protas,8481656
andre burakovsky,8477444
andrew copp,8477429
andrew mangiapane,8478233
andrew peeke,8479369
anthony beauvillier,8478463
anthony cirelli,8478519
anthony mantha,8477511
anze kopitar,8471685
arseny gritsyuk,8481721
artemi panarin,8478550
arturs silovs,8481668
artyom levshunov,8484783
avery hayes,8482993
axel sandin-pellikka,8484223
barrett hayton,8480849
beck malenstyn,8479359
beckett sennecke,8484762
ben chiarot,8475279
ben hutton,8477018
ben kindel,8485414
blake coleman,8476399
blake lizotte,8481481
bobby brink,8481553
boone jenner,8476432
bowen byram,8481524
brady tkachuk,8480801
braeden bowman,8483890
brandon duhaime,8479520
brandon hagel,8479542
brandon saad,8476438
brandon tanev,8479293
brandt clarke,8482730
brayden mcnabb,8475188
brayden point,8478010
brendan brisson,8482153
brenden dillon,8475455
brent burns,8470613
brett howden,8479353
brett kulak,8476967
brock boeser,8478444
brock faber,8482122
brock nelson,8475754
bryan rust,8475810
cale makar,8480069
cam fowler,8475764
cam york,8481546
carl grundstrom,8479336
casey mittelstadt,8479999
charlie coyle,8475745
charlie mcavoy,8479325
chris kreider,8475184
christian dvorak,8477989
claude giroux,8473512
clayton keller,8479343
cody glass,8479996
cole sillinger,8482705
cole smith,8482062
colin blackwell,8476278
colton dach,8482703
colton parayko,8476892
colton sissons,8476925
connor bedard,8484144
connor bedard + jason robertson,8480027|8484144
connor brown,8477015
connor clifton,8477365
connor dewar,8480980
connor ingram,8478971
connor mcdavid,8478402
connor mcdavid + pavel dorofeyev,8478402|8481604
connor mcmichael,8481580
connor murphy,8484121
connor zary,8482074
conor garland,8478856
conor geekie,8483447
conor sheary,8477839
corey perry,8470621
curtis douglas,8480876
cutter gauthier,8483445
cutter gauthier + pavel buchnevich,8477402|8483445
dalibor dvorsky,8484164
dante fabbro,8479371
danton heinen,8478046
darnell nurse,8477498
darren raddysh,8478178
david kampf,8480144
david pastrnak,8477956
david pastrnak + morgan geekie,8477956|8479987
dawson mercer,8482110
declan carlile,8483398
denton mateychuk,8483485
denver barkey,8484142
devon toews,8478038
dmitri voronkov,8481716
dominik shine,8479942
dougie hamilton,8476462
drake batherson,8480208
drew doughty,8474563
drew o'connor,8482055
dylan cozens,8481528
dylan guenther,8482699
dylan holloway,8482077
dylan strome,8478440
elias lindholm,8477496
elmer soderblom,8481725
emmitt finnie,8484471
erik cernak,8478416
erik karlsson,8474578
esa lindell,8476902
ethen frank,8483573
evan bouchard,8480803
evander kane,8475169
fabian zetterlund,8480188
filip hronek,8479425
frank nazar,8483493
frank vatrano,8478366
fraser minten,8483489
garnet hathaway,8477903
gavin brindley,8484149
hampus lindholm,8476854
henri jokiharju,8480035
ian moore,8482178
ilya mikheyev,8481624
isac lundestrom,8480806
ivan barbashev,8477964
ivan provorov,8478500
j.j. moser,8482655
j.t. compher,8477456
jack drury,8480835
jack eichel,8478403
jack finley,8482090
jack hughes,8448071
jack mcbain,8480855
jack quinn,8482097
jack roslovic,8478458
jackson lacombe,8481605
jacob trouba,8476885
jake debrusk,8478498
jake guentzel,8477404
jake middleton,8478136
jake neighbours,8482089
jake sanderson,8482105
jake walman,8478013
jakob chychrun,8479345
james riemsdyk,8456701
jamie benn,8473994
jamie drysdale,8482142
jansen harkins,8478424
jared spurgeon,8474716
jared wright,8483756
jason dickinson,8477450
jason robertson,8480027
jason zucker,8475722
jeffrey viel,8479705
jeremy lauzon,8478468
jesper bratt,8479407
jesper wallstedt,8482661
jimmy snuggerud,8483516
jj peterka,8482175
joel armia,8476469
joel eriksson ek,8478493
joel farabee,8480797
joel kiviranta,8481641
john leonard,8481077
johnathan kovacevic,8480192
jonas brodin,8476463
jonas siegenthaler,8478399
jonatan berggren,8481013
jonathan aspirot,8481219
joonas korpisalo,8476914
jordan greenway,8478413
jordan kyrou,8479385
jordan spence,8481606
josh doan,8482659
josh manson,8476312
josh norris,8480064
juho lammikko,8477996
justin brazeau,8479638
justin faulk,8475753
justin hryckowian,8484829
