Sport,tier,rank_score,player,team,opp,prop_label,pick_type,line,bet_direction,edge,proj,hit_rate,L5 Avg,Szn Avg,L5 Over,L5 Under,opp_def_tier,game_time,prop_norm,espn_athlete_id
CBB,A,1.42,Xavier Edmonds,TCU,KSU,Fantasy Score,Goblin,24.5,OVER,7.225000000000001,31.725,1,30.64,32.81,5,0,Weak,02/28 06:35PM,fantasy score,
CBB,A,1.39,Rihards Vavers,WSU,PEPP,Points,Goblin,11.5,OVER,3.399999999999999,14.9,0.95,14.2,15.6,5,0,Weak,02/28 08:00PM,pts,
CBB,A,1.37,Meechie Johnson,SCAR,UGA,Fantasy Score,Goblin,25.5,OVER,8.805,34.305,0.95,34.12,34.49,5,0,Weak,02/28 03:35PM,fantasy score,
CBB,A,1.36,Felix Okpara,TENN,ALA,Points,Goblin,5.5,OVER,3.278,8.778,0.678,10,7.556,4,1,Weak,02/28 06:00PM,pts,
CBB,A,1.36,Jordan Pope,TEX,TXAM,Points,Goblin,10.5,OVER,3.5,14,0.9,15.4,12.6,5,0,Weak,02/28 04:00PM,pts,
CBB,A,1.35,AJ Storr,MISS,AUB,Points,Goblin,12.5,OVER,5.699999999999999,18.2,0.8,19.2,17.2,4,1,Weak,02/28 08:30PM,pts,
CBB,A,1.34,Bennett Stirtz,IOWA,PSU,Points,Goblin,19.5,OVER,5.149999999999999,24.65,0.8500000000000001,24.2,25.1,4,1,Weak,02/28 12:00PM,pts,
CBB,A,1.32,Sam Hoiberg,NEB,USC,Assists,Goblin,3.5,OVER,2.35,5.85,1,6,5.7,5,0,Avg,02/28 04:00PM,ast,
CBB,A,1.32,Baba Miller,CIN,OKST,Points,Goblin,12.5,OVER,2.5,15,0.8,15.2,14.8,4,1,Weak,02/28 02:00PM,pts,
CBB,A,1.32,Collin Chandler,UK,VAN,Points,Goblin,8.5,OVER,4.5,13,0.95,13,13,5,0,Avg,02/28 02:00PM,pts,
CBB,A,1.32,Rihards Vavers,WSU,PEPP,Pts+Rebs+Asts,Goblin,17.5,OVER,3.849999999999998,21.35,0.95,20.8,21.9,5,0,Weak,02/28 08:00PM,pra,
CBB,A,1.31,Jayden Stone,MIZZ,MSST,Points,Goblin,9.5,OVER,2.6,12.1,0.8,11.2,13,4,1,Weak,02/28 01:00PM,pts,
CBB,A,1.31,Boogie Fland,FLA,ARK,Steals,Goblin,0.5,OVER,1.75,2.25,1,2,2.5,5,0,Weak,02/28 08:30PM,stl,
CBB,A,1.3,Meechie Johnson,SCAR,UGA,Points,Goblin,16.5,OVER,4.100000000000001,20.6,0.8,20,21.2,4,1,Weak,02/28 03:30PM,pts,
CBB,A,1.29,Jaylin Sellers,PROV,CREI,Points,Goblin,15.5,OVER,6,21.5,0.8500000000000001,21,22,4,1,Avg,02/28 05:30PM,pts,
CBB,A,1.29,Billy Richmond,ARK,FLA,Points,Goblin,9.5,OVER,8.299999999999997,17.8,0.9,20.4,15.2,5,0,Above Avg,02/28 08:30PM,pts,
CBB,A,1.29,Trent Perry,UCLA,MINN,Points,Goblin,9.5,OVER,5.699999999999999,15.2,0.8500000000000001,15.2,15.2,4,1,,02/28 02:00PM,pts,
CBB,A,1.28,Dailyn Swain,TEX,TXAM,Fantasy Score,Goblin,31,OVER,6.125,37.125,0.8500000000000001,34.58,39.67,4,1,Weak,02/28 04:05PM,fantasy score,
CBB,A,1.28,Matas Vokietaitis,TEX,TXAM,Points,Goblin,13.5,OVER,4.399999999999999,17.9,0.75,19.4,16.4,4,1,Weak,02/28 04:00PM,pts,
CBB,A,1.28,Trevon Brazile,ARK,FLA,Fantasy Score,Goblin,22.5,OVER,14.39,36.89,1,36.8,36.98,5,0,Above Avg,02/28 08:35PM,fantasy score,
CBB,A,1.28,Meechie Johnson,SCAR,UGA,Points,Goblin,17.5,OVER,3.100000000000001,20.6,0.8,20,21.2,4,1,Weak,02/28 03:30PM,pts,
CBB,A,1.28,AJ Storr,MISS,AUB,Pts+Rebs+Asts,Goblin,17.5,OVER,6.5,24,0.8,25.4,22.6,4,1,Weak,02/28 08:30PM,pra,
CBB,A,1.28,Isaac Williams,BAY,UCF,Points,Goblin,10.5,OVER,3.149999999999999,13.65,0.8,15.6,11.7,5,0,Weak,02/28 08:00PM,pts,
CBB,A,1.28,Devin McGlockton,VAN,UK,Points,Goblin,8.5,OVER,4.1,12.6,0.95,14,11.2,5,0,Above Avg,02/28 02:00PM,pts,
CBB,A,1.28,Nate Kingz,SYR,WAKE,Points,Goblin,9.5,OVER,3.75,13.25,0.75,13.4,13.1,4,1,Weak,02/28 05:45PM,pts,
CBB,A,1.27,Rueben Chinyelu,FLA,ARK,Rebounds,Goblin,9.5,OVER,2.799999999999999,12.3,0.6499999999999999,11.6,13,3,2,Weak,02/28 08:30PM,reb,
CBB,A,1.27,Jaron Pierre,SMU,STAN,Fantasy Score,Goblin,21,OVER,10.105,31.105,1,31.76,30.45,5,0,Above Avg,02/28 06:05PM,fantasy score,
